Name,Coords
Blythe,"-114.6195,33.6219"
Coloma,"-120.8946,38.8026"
Freedom,"-121.7954,36.9402"
Maywood,"-118.1877,33.9885"
Green Acres,"-117.0783,33.7350"
Fairbanks Ranch,"-117.1859,32.9919"
Rodeo,"-122.2526,38.0368"
Avenal,"-120.1160,36.0312"
Pine Mountain Lake,"-120.1843,37.8599"
Alderpoint,"-123.6157,40.1614"
Lincoln Village,"-121.3339,38.0054"
Elverta,"-121.4455,38.7185"
San Jose,"-121.8489,37.3021"
South Taft,"-119.4575,35.1293"
Arden-Arcade,"-121.3810,38.6034"
Cartago,"-118.0261,36.3123"
Monte Sereno,"-121.9881,37.2404"
Lost Hills,"-119.6789,35.6254"
Imperial,"-115.5723,32.8388"
Adelanto,"-117.4397,34.5815"
Mount Hebron,"-122.0083,41.7855"
McSwain,"-120.5867,37.3146"
La Habra,"-117.9513,33.9278"
Shingle Springs,"-120.9370,38.6665"
Brawley,"-115.5288,32.9783"
Smith Corner,"-119.2771,35.4788"
Napa,"-122.3011,38.2976"
Springville,"-118.8345,36.1168"
Apple Valley,"-117.2104,34.5328"
Round Valley,"-118.5819,37.4067"
Trinity Village,"-123.5132,40.8789"
Rio Linda,"-121.4418,38.6876"
Tahoe Vista,"-120.0535,39.2483"
Bear Valley Springs,"-118.6460,35.1775"
Ducor,"-119.0456,35.8943"
Soquel,"-121.9482,36.9978"
Palm Desert,"-116.3695,33.7378"
Spring Garden,"-120.7936,39.9012"
Red Corral,"-120.6056,38.4116"
Clearlake Oaks,"-122.6593,39.0218"
Twain Harte,"-120.2340,38.0384"
San Leandro,"-122.1601,37.7071"
Manton,"-121.8540,40.4202"
Swall Meadows,"-118.6426,37.5060"
Butte Meadows,"-121.5370,40.0871"
North Fair Oaks,"-122.2035,37.4754"
Cedar Ridge,"-120.2737,38.0661"
Aptos Hills-Larkin Valley,"-121.8341,36.9606"
Rancho Palos Verdes,"-118.3637,33.7554"
Westminster,"-117.9938,33.7523"
Dogtown,"-121.1551,38.2096"
Pacifica,"-122.4781,37.6112"
Buellton,"-120.1943,34.6152"
New Pine Creek,"-120.3009,41.9872"
Canyon Lake,"-117.2621,33.6884"
Corcoran,"-119.5612,36.0847"
Kirkwood,"-120.0640,38.6930"
Cressey,"-120.6556,37.4210"
Fields Landing,"-124.2176,40.7249"
Ashland,"-122.1159,37.6942"
Baker,"-116.0718,35.2769"
Gardena,"-118.3073,33.8944"
Foster City,"-122.2659,37.5553"
Gonzales,"-121.4430,36.5060"
Pescadero,"-122.3725,37.2507"
